protein_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
P07333,-6.5923824,-10.596003,5.3255744,5.8204193,-1.8671703,-7.0066643,12.124912,-0.5831949,-4.1983924,0.84893924,4.8947535,0.25037828,0.8672435,-2.049176,1.0423436,-2.9036267,-1.185341,3.843991,5.0033913,3.0024002,2.3180187,7.5894628,9.208258,-3.7871706,2.2440522,-2.3166256,-1.905966,3.5666132,0.35795638,-6.5428023,-6.9400434,-4.929387
P41240,-5.630405,-9.624939,6.5998836,7.428238,-0.48475963,-6.587303,11.698179,0.45553005,-2.6866508,-0.26860458,3.8892016,-0.73409766,1.8111159,-2.0339458,1.1205783,-1.6091993,-2.661174,3.2852118,5.04734,5.3828597,2.6542132,9.031596,9.962998,-4.802109,2.937564,-1.2580328,-2.3992064,3.336405,-0.07282925,-5.292614,-4.6823535,-5.2955084
P48729,-5.6695685,-8.480043,5.5485597,6.143569,-3.0376482,-6.6110115,12.928462,3.2837715,-4.247513,-0.54975307,6.5842595,1.1890826,1.996957,-2.473691,-0.5555831,-4.638315,-0.5359354,2.461315,6.5313745,2.5502675,1.3739765,8.574251,9.491837,-4.42159,0.7370133,-0.26905987,-2.2132814,4.835015,2.1611857,-5.698367,-3.8027842,-1.8470095
Q8N752,-4.694032,-9.561327,5.6491747,6.5415473,-0.75667477,-6.1529727,12.314369,-0.5278677,-3.6300695,2.0492349,4.0072417,-0.45236266,3.9555106,-1.5197772,-1.5180924,-1.3698701,-1.691046,2.9984667,5.020547,2.737369,2.901008,9.226653,10.394917,-6.518746,0.7567299,-0.8804775,-3.3256838,5.05135,-0.87041605,-4.8692803,-5.4198112,-3.906737
P48730,-4.1824217,-9.434688,6.4460897,6.267709,-0.15779382,-6.9894323,12.387203,-0.9680638,-3.036126,2.7570734,3.722845,-0.4648624,3.3334236,-3.1613173,-1.0359504,-1.9837263,-0.45335165,2.6877515,6.0219326,3.657734,2.4181018,9.808101,9.561605,-4.869099,0.52088857,-2.2801228,-2.8131123,5.739863,1.3071059,-4.2124066,-4.8391237,-3.8897552
P49674,-7.57869,-8.669316,6.074838,5.787809,-1.2707114,-7.425805,11.478761,1.5521321,-1.4117681,1.2108009,6.9735847,1.2101641,3.253057,-4.0308733,-1.5052193,-1.8836181,-2.0093796,2.8232253,5.556988,1.2248471,2.0305119,8.806062,10.134988,-6.0813036,1.8679687,-0.23469561,-3.1789107,5.6657786,0.9975569,-3.1472123,-4.4348946,-1.8062198
Q9HCP0,-7.123858,-10.058228,4.3827014,6.647505,-1.3069681,-6.941828,12.532747,1.1656405,-3.370237,-0.6382347,7.2182565,1.9170755,0.53715485,-1.5355889,0.43970048,-1.3249968,-1.7661325,3.4001653,5.639455,4.3944273,3.533111,6.6115,9.907465,-5.3074675,3.9580486,-0.35766274,-0.79549944,2.8035789,1.3393272,-4.69039,-5.1321983,-2.6133602
P78368,-7.4182673,-8.619468,3.5132773,4.7937894,-0.9212149,-6.607102,14.023728,0.60452217,-2.9959462,0.77045685,4.6766663,-0.05096713,1.771424,0.2387089,-0.43367627,-3.8694308,-2.389077,2.5450807,7.0768127,1.5871805,0.7731343,7.297899,10.259726,-6.208903,2.7201498,-2.1579618,-1.2745007,2.3014631,2.0483494,-6.4973125,-5.444822,-2.5597446
Q9Y6M4,-6.2572827,-8.635745,6.1619167,6.760239,-1.4490391,-6.9134417,11.702632,1.704391,-1.2884465,0.9496211,6.4228377,-1.0104486,3.8253446,-1.8559229,-1.2174662,-3.3685899,-1.9156809,2.257401,5.435882,1.9898771,1.9568782,8.076489,11.762077,-6.2153964,2.1095214,1.425678,-1.897037,3.5070324,0.68573475,-5.1613913,-4.480559,-2.2183065
P68400,-4.050281,-10.818561,5.0995326,6.9611797,-3.2424707,-6.226531,12.74015,0.9126926,-5.4829063,0.1397197,2.545368,1.3253177,0.9680321,-1.9442397,-1.067794,-2.7038643,-0.16319375,3.8203957,4.769464,3.9180229,3.073901,8.884179,8.946451,-4.893452,1.8220236,-2.4478407,-1.3643827,3.801501,1.2590986,-5.6629705,-5.6844897,-3.331969
P19784,-6.1213717,-9.967065,5.9968348,6.386874,-2.052607,-7.35306,11.71477,1.3316741,-5.3770914,-0.7056521,4.9106927,-0.5861235,1.191566,-1.3556137,1.6184767,-2.4601595,-0.87305254,2.4304514,5.2645,2.0204186,1.5961285,7.8890443,9.471381,-3.8098993,2.214901,-0.5531634,-2.8010347,4.7209272,-1.0683488,-7.001046,-5.0601325,-5.3070726
P42679,-5.6625133,-9.266444,6.211868,7.4117913,-1.5966955,-6.879861,11.158771,1.6064152,-1.8672985,-0.21669911,4.4746065,-0.9060777,3.6990669,-2.0236595,-1.3749051,-3.8804214,-2.7016022,4.7806535,4.3665833,3.2732127,3.1031775,9.051132,10.09526,-5.6796913,1.5163201,-1.2178646,-1.6272838,3.5826206,-0.40818563,-4.687765,-6.2534122,-3.7176468
P53355,-6.927541,-9.331241,5.49226,5.574336,-0.45123553,-7.923855,12.400951,1.6784871,-3.6412954,0.063557975,5.081331,0.51656836,0.9921308,-1.5139632,1.753519,-1.7257903,-1.5377551,2.7587929,6.131262,3.5526161,1.6480353,7.2234874,10.143913,-5.172497,3.0043745,-1.3992496,-3.0221646,4.2186584,0.91906214,-6.679913,-4.7094245,-4.3771048
Q9UIK4,-3.275411,-9.754623,4.103117,6.55287,1.2173463,-7.4720793,12.755221,0.34998354,-2.5852654,2.4043183,3.6935234,-0.36528826,1.3658646,-0.9612308,-1.1775072,-2.7529652,-0.18701361,3.128479,6.56363,3.2485297,3.5660436,7.437414,10.528462,-3.5250363,1.8019392,-4.151158,-1.7485774,4.9143267,3.13253,-5.6014714,-6.8842716,-2.8598316
O43293,-4.472996,-9.960044,6.0571136,4.644506,-1.4799933,-7.4928493,11.052753,1.9409794,-5.1660414,0.64395154,5.2560883,-0.83056843,1.7707796,-2.2580743,-0.88311255,-3.419136,-1.221355,4.569101,4.8394156,1.202616,1.4667301,8.862222,9.228621,-3.5812976,1.0433686,-1.5794332,-2.8313422,6.0158124,0.038037397,-6.1013947,-7.130522,-5.0605435
O15075,-5.9007945,-9.770251,5.7009373,7.321187,-2.3977127,-5.87778,13.092176,1.3829287,-3.2658777,0.4711455,5.5242352,0.6389875,1.2283508,-1.894415,-0.22162688,-1.3790212,-1.4949247,1.7040396,4.8769493,3.6182811,3.7989264,9.72033,9.055193,-5.4758954,1.9721386,-1.115893,-2.3234887,3.6644063,-0.011403052,-4.7740993,-4.9569044,-2.8930852
Q8N568,-4.8355927,-9.436683,6.7161827,7.8411326,-0.6664436,-8.304583,11.9723425,0.14923006,-4.1367354,-1.4077859,4.5448117,-0.247132,1.4159322,-1.8744473,0.11995849,-2.6180499,-2.3483431,2.440058,6.0987473,3.6115656,2.643453,8.764928,9.451216,-3.7568207,2.7784908,-1.610186,-1.3420668,4.650465,0.48590925,-4.536653,-4.968029,-4.2308745
Q9C098,-4.288723,-10.262385,5.266295,6.5725703,-2.4398918,-7.252993,11.93573,2.2763798,-4.3959846,-0.3023191,6.1876583,-0.22366324,0.88683015,-1.0402527,-0.5040408,-4.2829595,-1.0740308,3.7373846,4.1679125,4.1420984,3.4302435,7.8229585,9.532821,-4.1454086,1.7303559,-0.76550776,-0.7245339,2.70717,0.89008945,-6.606942,-7.0471106,-3.448493
Q08345,-5.6419325,-9.611896,4.9006424,5.2294087,-1.2693352,-7.0315213,11.894773,2.4598727,-4.0624533,1.436747,8.280299,0.64551145,1.6926252,-2.286181,-1.2277064,-2.1616337,-0.8500676,4.0781035,4.2466154,2.550139,3.247568,8.803007,9.404974,-4.478271,1.4706496,-0.9086745,-3.12452,5.504981,0.4442727,-4.735578,-6.245017,-3.549341
Q16832,-5.7234488,-11.329237,4.6008873,5.8729734,0.067027725,-6.8248315,11.772388,0.17581663,-3.65334,0.6828866,5.765724,-1.4991834,2.5694404,-1.8977772,-0.092841804,-3.45619,-2.3218553,2.9993398,6.20503,3.3496747,2.2313306,8.797533,9.234943,-4.379564,1.0073206,-0.5379025,-1.6310577,3.3447342,0.33089027,-5.5636134,-6.467947,-4.4682803
Q12852,-5.7362833,-10.131636,4.770421,7.5667043,-0.67059296,-6.9854136,12.579177,-0.026197746,-3.5590155,0.63663715,3.7889497,-0.30448848,1.8480436,-0.39639744,0.45949498,-1.3506945,-1.1829721,2.9291236,4.8855667,3.2297528,4.1064644,7.7875333,9.647777,-5.2518077,2.0274785,-2.8072655,-2.3255749,4.051687,-1.1520835,-5.8793216,-6.4922,-4.3346686
Q09013,-7.613253,-9.525944,2.813365,5.2213354,0.67960703,-6.5943723,12.560848,-0.2137589,-4.697791,0.6635093,4.5244427,-0.78964156,3.6046095,0.11520965,0.27454084,-1.1444402,-2.4836175,2.3693051,5.4588375,2.065129,0.65894246,7.466017,10.274801,-7.335055,1.536424,-0.76797426,-4.271905,4.201228,-1.9492545,-6.1458135,-4.298223,-4.685063
Q6DT37,-6.6561146,-10.642102,4.6686144,6.4377737,-0.07663817,-7.1838927,11.304952,0.19418599,-2.5921638,1.0039785,4.9161158,-0.2355035,3.1439989,-1.2753574,0.10970119,-2.5735767,-2.6598742,3.2025177,5.9597287,2.1289172,3.2721758,7.3563313,10.311125,-5.490938,1.6776963,-0.5364133,-2.682183,3.5164785,-0.35158026,-6.0022526,-6.6282625,-3.9859772
Q9UEE5,-4.180646,-8.595092,6.390574,7.4906735,-2.2145708,-6.146083,13.238252,2.5261078,-1.8557063,1.2190416,5.806908,-0.27435294,-0.7876389,-0.87148446,0.27553076,-1.143076,-0.5197756,1.5311408,3.2659566,4.676493,4.807186,8.653417,9.898853,-4.5060263,2.6776214,-2.6555276,-1.8565986,3.2511573,0.6854503,-6.1083784,-6.550089,-2.6238194
O94768,-2.5109558,-10.253017,5.544452,7.1766005,0.16205892,-7.5777783,10.395951,1.1363978,-4.2360697,1.6192636,4.123909,-0.78410566,0.87138,-0.13602458,-1.0128484,-0.37947282,-1.4838225,3.6917264,2.524652,3.9984949,4.6126623,8.253578,11.358994,-4.1708,4.2312093,-0.7303987,-3.3223631,3.915175,-0.17068979,-5.940011,-6.268008,-5.705076
Q13627,-6.6330566,-9.870231,6.563119,6.372379,-3.0673077,-7.159809,9.477641,1.8029304,-2.2547214,0.27730507,6.5739155,0.22012256,3.9393966,-3.446365,-1.7723371,-4.1299343,-2.7377698,5.4385962,2.9045298,2.6346579,3.2691288,9.093376,9.503927,-5.6422815,1.6691191,1.2056601,-1.9211255,3.0231621,-0.67397594,-4.134516,-6.1973376,-3.835845
Q9Y463,-2.4828827,-8.590362,4.5140805,6.343516,1.4921284,-8.498085,11.157304,3.1297688,-3.4746854,1.0824586,4.7076197,-0.60301596,1.8643746,0.27182454,-2.767589,-1.1097931,-1.5570478,4.295723,3.7018538,3.5123472,3.1046977,7.4789157,12.688328,-5.747257,4.220959,-1.1186475,-3.0895524,5.0503545,1.6282269,-5.1754475,-5.2877345,-3.612361
Q92630,-5.572543,-10.3338995,5.4650426,6.961373,-2.6874065,-5.2698255,12.710786,0.5730133,-2.049012,1.1378036,4.690963,-0.7214415,2.6527846,-1.9259936,-1.4892656,-3.7626212,-1.764612,3.5291061,5.0037227,3.0463688,3.673816,9.544279,9.116828,-5.496747,0.8247702,-1.6931534,-0.478892,2.5381856,0.3287733,-4.9273844,-7.169941,-2.6592562
P00533,-4.9545856,-8.713979,5.703847,6.4657545,-1.0515447,-8.590064,12.724051,0.79751194,-3.583478,0.17060068,5.0646796,0.6612884,2.3680775,-1.744851,-0.7976346,-4.7199,-1.181385,3.2296154,6.719076,3.2316484,2.6608157,7.9699235,9.263426,-4.4579587,1.0016621,-2.4986086,-1.1366107,4.4814525,2.2740223,-5.2450566,-5.739928,-2.6482787
Q9BQI3,-3.992963,-10.275259,6.057472,6.664429,0.49324912,-8.47925,9.371962,0.18934855,-4.2698565,0.09025523,2.6258836,-1.1192609,4.2842665,-1.7841346,-1.1818359,-1.8815897,-2.5448892,4.6306963,4.1223783,3.7464275,1.8569826,7.911261,11.307585,-6.19293,2.5429382,0.7171106,-3.0302625,4.485114,-0.8499606,-5.134847,-4.7358146,-5.6334686
P21709,-5.375892,-9.398405,4.860705,7.472317,1.3475758,-6.9534388,12.916369,-0.06230469,-2.5314965,0.60602397,2.196142,-0.3700539,2.4724445,-1.3743843,0.6151976,-2.2201278,-2.3816571,1.6346077,7.718578,3.8213997,2.6239781,9.223648,9.446546,-4.574193,1.4631788,-3.5019023,-3.3309388,4.562308,1.3110253,-5.195028,-4.3148775,-4.0516057
P29317,-5.355829,-11.563046,4.5550194,7.79285,-0.54818094,-7.5408545,11.336934,0.62104666,-4.416025,-1.265175,4.0853295,0.0020804983,2.7475345,-2.2834585,0.097241595,-2.922938,-0.9763416,4.342698,5.919963,5.1695213,3.3407094,7.951925,8.762733,-4.647797,1.5717204,-1.2335382,-0.6046896,3.7421753,0.22047442,-4.4736395,-5.2008405,-4.181251
P29320,-6.191764,-9.698122,5.1455865,5.297394,0.13723072,-8.150652,11.370631,-0.048146904,-4.9630327,-0.20416325,4.8703938,-0.9278107,1.6311544,-0.17388433,1.2145737,-2.127978,-2.7622797,3.4573095,5.13949,2.5565455,1.2379315,6.674062,10.494121,-4.8975263,3.0891972,-0.7140526,-2.8519015,3.838499,-0.9463989,-7.164597,-6.087959,-5.980563
P54764,-4.1012797,-10.507139,5.558301,8.0110855,0.24766338,-6.7409325,10.250755,0.9518289,-3.749977,0.037064753,2.212528,-1.0986984,4.292901,-1.4157587,-1.4929752,-1.6327181,-2.6405923,4.0474863,5.153956,2.9564319,3.2953126,9.782418,10.525355,-5.397202,2.3472507,-0.10449299,-3.330886,4.758452,-1.0558853,-4.266448,-4.327541,-5.394936
E9PUP9,-5.80679,-9.2004,5.2957306,4.6692147,-0.9806942,-8.0603,10.700408,2.4648454,-3.974598,1.4001697,6.4326134,1.463442,2.7129622,-1.3438017,-1.4924458,-2.9511187,-2.3497667,5.0602846,5.1600447,1.4014496,3.0249636,7.9786067,10.498094,-5.241853,2.9936686,0.4179338,-3.470386,4.449039,1.3009309,-5.503855,-5.6843877,-4.2708206
B3KS12,-4.2309294,-10.620265,4.2905374,7.2001204,0.031235812,-7.400024,12.226719,0.9282705,-3.6816392,0.5784771,5.003363,-2.2187989,2.518672,-1.1916505,-0.79004437,-2.4286797,0.13099603,3.5085468,3.8987308,5.4186134,2.6838233,8.020893,10.257212,-5.472677,1.3923085,-1.7119334,-0.89578754,3.7823777,-0.13879779,-5.2868023,-5.8514895,-3.8675172
Q15375,-7.056355,-8.862542,3.5927277,5.9179296,1.7921687,-6.086723,13.2372055,0.7431252,-2.3822503,1.4561877,5.2351823,-1.4412689,2.4777708,-0.29677963,0.7349112,-1.6365614,-2.6947718,1.2148979,6.9916706,2.5166655,1.4364182,8.878646,10.430825,-5.1382356,2.1030476,-1.8277388,-4.2955923,4.2028365,0.36695015,-5.80576,-4.0351205,-4.368637
P29322,-3.8368154,-8.950324,6.2072053,7.966606,-0.82264054,-7.1817994,11.413399,2.772414,-2.6734996,0.095054895,4.490524,-1.1312562,-0.14936508,0.101448804,1.9849426,-1.1750752,-0.37246647,3.2341387,2.7943718,5.819022,4.6161017,6.7517686,10.805088,-3.87397,3.408902,-2.0902414,-2.4423072,3.2024236,-0.53103095,-7.629954,-6.2871647,-5.1270666
P54762,-5.432584,-9.365108,7.0419803,8.50446,-2.5398242,-6.563225,11.886828,1.0391772,-2.9677281,-1.0655735,4.5749106,-1.1933342,2.7281816,-2.9554899,-0.5520594,-1.6741474,-0.7659474,2.8781,3.8416398,3.2403085,2.1306682,8.697034,10.422885,-5.593842,1.475544,-1.0404248,-1.610995,5.5229383,-1.7678587,-4.3395367,-5.0137954,-3.0900326
Q6NVW1,-5.4733205,-9.634065,5.4889307,7.0219145,0.20358321,-6.4267006,11.345757,0.026423376,-1.766222,1.6597346,6.6995096,0.5311245,2.765814,-2.0855784,-1.2495562,-1.4266838,-3.8602757,2.9169853,4.7014422,3.7615457,5.0453835,9.64114,9.477298,-5.1654043,1.6464461,-0.6654369,-3.3493905,3.7635624,-0.11070199,-3.5527942,-6.2909217,-3.6055298
P54753,-4.6020646,-10.155611,5.6840153,6.1007795,-0.6268414,-7.32854,12.15353,0.71145064,-2.5236259,2.2199502,3.7940953,-0.2504837,1.8046737,-2.0135417,-1.2281576,-2.9949694,-1.6695998,3.2742217,5.5089884,2.5246859,3.734925,9.648758,9.201619,-4.413491,1.4389193,-3.1924033,-2.3531797,4.2483845,1.5419703,-5.2728424,-7.244501,-3.736438
Q96L35,-4.8888826,-9.485708,4.6536775,6.8102694,-0.8757631,-7.746913,12.2458515,3.178023,-3.2583275,-0.1061914,5.4957027,0.1090839,0.050635226,0.2733689,-0.6682878,-2.041827,-1.2100075,4.011231,4.5514174,2.9552693,4.2944837,7.303383,10.501664,-4.5244083,4.30575,-2.234829,-1.1265254,3.474289,1.1653006,-5.862457,-6.763628,-3.4363189
O15197,-3.810876,-9.972816,4.2290425,6.4626994,0.81565547,-7.591885,12.25368,1.6565733,-5.026037,0.5907916,5.244814,-0.7181325,0.4981703,-0.010225261,0.46903294,-0.69241756,-1.2144878,2.6353498,3.61714,5.9647536,3.4106052,8.279733,9.914324,-4.928874,2.6353807,-1.7781482,-3.3737092,3.8279512,-0.11999364,-6.320806,-5.3176904,-5.2274923
P04626,-7.152812,-10.345811,4.913855,5.9848685,0.32507387,-7.5750628,11.012487,-1.670336,-2.060742,1.2331523,2.3085558,-0.27338532,4.6085205,-2.8793135,-0.60157424,-2.9647086,-1.6591406,4.551593,7.346989,1.4411278,0.57160413,6.4485707,11.353877,-5.8800735,2.2974167,-1.2980372,-1.6393874,4.5505776,1.3205507,-4.8946447,-5.148686,-3.6667843
P21860,-5.22459,-8.779343,6.4784975,5.8982444,-2.4060087,-7.8511086,12.0619955,2.0653543,-3.6716926,0.2697334,4.585195,-0.90041924,1.534232,-1.4797813,0.31688392,-4.8334827,-0.597412,3.6139054,4.997873,1.9556632,1.562545,7.7225347,9.979073,-3.8203106,1.2603544,-2.3464768,-2.015095,4.5282965,0.7168864,-7.51722,-6.7561555,-4.0917068
Q15303,-4.495315,-9.964256,6.431574,7.785737,-1.4629467,-7.076175,11.740718,1.0230148,-2.7586582,0.029093321,5.947052,-0.64838165,1.7694887,-3.1293886,-1.0256675,-2.3834372,-0.678141,3.9826028,4.0501404,4.8707657,3.0397835,8.620333,10.416264,-4.2863984,2.3200922,-1.2691005,-0.8138299,4.550962,0.8012573,-4.0821595,-5.7562766,-3.271243
L7RXH5,-6.2797112,-9.247698,4.6978374,6.15222,-0.43794763,-8.641079,10.136183,0.96986187,-3.3214924,0.6042751,6.068697,0.57297355,5.0873055,-2.3612022,-2.7180243,-3.4981291,-2.5707896,4.547791,4.302836,1.9968681,2.1480005,8.081546,10.778645,-6.6617055,1.7186931,0.8583652,-3.154483,4.606217,0.08556616,-3.7305193,-4.5668473,-3.2088566
P28482,-5.1222563,-10.1165495,5.110285,6.427172,-0.6396341,-7.246334,12.454667,0.36477357,-3.793933,2.075651,3.6147466,-1.5346677,1.9772336,-1.5260613,-0.4546967,-1.3663247,0.23005334,2.215745,4.2305307,3.1702147,1.2959633,8.65776,11.333776,-5.478869,2.9758902,-1.3588002,-2.9001415,4.3460007,0.5521106,-6.0573454,-4.3144827,-4.446538
Q16659,-4.321039,-10.694679,5.9288774,6.96236,-1.6888455,-6.870846,11.161946,1.3074841,-4.438242,1.2106085,4.8440094,-1.5112182,2.4764378,-1.3740165,-0.43434328,-1.0552977,-0.07236955,3.1044016,3.001525,3.006316,3.4364538,8.580418,10.289316,-5.4238567,1.5340728,-0.079397954,-2.8137717,4.790668,-2.111311,-6.0129113,-6.10147,-4.8607836
P31152,-6.818091,-10.031757,4.1309824,6.843398,1.1833798,-5.706104,12.405552,-1.4886426,-3.428736,0.50526583,4.992443,-2.9458175,3.141524,-0.49596226,1.7070171,-2.1359947,-2.6559534,1.7063555,5.8125973,4.382938,1.34036,8.823123,9.636359,-4.6658735,1.5096402,-0.7778485,-2.8401456,2.8412054,-1.6974124,-5.85361,-4.327118,-6.1155415
Q13164,-4.467658,-9.993605,6.13464,6.344904,-2.9027138,-5.8085423,12.419162,0.95457184,-4.2751465,0.5975821,5.5334473,-0.6478428,0.009053514,-0.5547568,0.18468547,-2.5057287,-2.1989205,2.8420873,3.1571453,3.8873348,3.907973,9.127195,8.918296,-4.3426123,1.9612674,-1.4006226,-1.7920442,2.3358138,-0.85743934,-6.871759,-7.743611,-4.68722
Q8TD08,-5.8030787,-11.267458,5.035307,7.1731133,-1.474447,-6.0930567,10.85581,1.1598805,-3.9366655,0.36846817,4.88514,-0.5740544,1.5918739,-1.3147348,1.1905137,-2.110057,-1.5179172,4.191966,3.6214309,4.879411,4.0777426,8.626595,9.2229595,-4.074848,2.6266162,-0.42997333,-2.5159578,2.347686,-1.0614781,-6.2939343,-5.8784595,-6.097724
O75460,-5.3805985,-9.300528,6.227341,6.1577682,-2.1064122,-8.057489,9.728708,2.0784028,-2.5996397,2.2319303,6.418471,-0.6139372,3.4679213,-2.951787,-2.303284,-3.0400536,0.21731198,4.734142,2.816299,-0.2859075,2.894014,7.9975953,11.079349,-4.2779694,1.7720349,-0.39906523,-3.2001169,6.3496156,-0.45547277,-4.8450885,-6.655021,-3.6081083
Q05397,-4.2062607,-10.109806,5.852008,6.4987154,-0.4467268,-8.504621,11.37019,0.1770235,-3.4117737,1.7678608,3.1872113,-0.34143943,2.749084,-1.9296701,-1.4236296,-2.0187893,0.031291112,4.075641,5.1614537,2.185719,2.6715539,7.266597,11.255776,-5.238103,2.5143106,-1.8697298,-1.7948995,5.4512835,1.1104771,-5.340636,-6.165032,-3.676307
P16591,-3.1766229,-9.794041,4.5643697,7.396787,-0.99478894,-6.2767777,12.553317,0.88288164,-5.822326,0.29187393,3.2182171,-0.7486746,2.5125966,-0.9649508,-1.3926715,-1.3427111,0.1360442,3.9645317,3.5699604,4.7749033,2.1668763,8.773018,10.575089,-5.5883718,1.5093693,-2.0040383,-2.9046268,5.477207,-0.68582964,-5.363517,-4.49333,-4.506489
P07332,-5.006857,-10.495867,4.3489637,5.512389,0.13671297,-6.9415956,12.156626,1.8400233,-5.096338,0.98668903,5.329883,-0.16334584,2.4179974,-1.9455056,-0.7751848,-0.43415397,-1.0726559,2.9516993,4.711461,3.8238604,2.7802918,9.832164,8.553035,-6.074486,0.64253354,-1.4342979,-3.90243,5.7969027,-0.91173136,-4.476929,-4.969677,-4.370178
P11362,-4.102802,-11.222524,3.7473907,6.412564,1.1166329,-5.8258896,11.349517,-0.43367463,-3.7313,1.427856,4.0605226,-2.3233657,1.4714407,0.72683,0.7037984,-2.4644983,-2.5814774,3.4152222,4.961533,4.416204,3.1085486,7.3504324,10.957737,-3.6852183,2.9390893,-0.71277916,-2.1763036,1.662924,0.10124929,-7.5962915,-7.0060515,-6.1826925
P21802,-6.182721,-9.720481,6.5979605,6.5189123,-1.7363794,-6.878242,11.687186,1.1372769,-3.5291348,0.48196256,6.339758,0.16945729,1.5206038,-2.582176,1.4895036,-1.7829239,-1.0116414,2.2621565,5.278425,3.057851,2.4662,7.6903048,10.128062,-4.199811,1.7460786,0.044378694,-3.157218,4.8646326,-0.27445197,-6.3442173,-5.2197933,-4.1500115
P22607,-6.4523726,-10.153719,4.4796286,7.185041,-1.8569483,-5.886151,13.042193,1.9025699,-1.7021035,1.5914851,6.2345014,-0.6714267,2.1043327,-2.7994134,-0.82523257,-3.0255644,1.1181483,2.8111398,5.57643,2.6477816,2.7182982,8.545121,10.156846,-4.322071,1.6388506,-1.8680521,-1.0160271,4.386997,1.7197139,-4.627117,-5.161144,-1.879349
P22455,-5.373883,-9.423741,6.9491873,6.7525363,-0.6947392,-6.0413666,12.579565,0.47733694,-2.2882185,0.440409,4.662597,-0.6941897,1.372533,-2.0132163,1.0396367,-1.4670421,-2.7599084,2.2082813,5.909142,4.8082623,2.7966056,9.228981,9.720852,-4.9635835,2.1674523,-1.225124,-2.1643033,3.4702585,0.37867206,-5.507104,-5.393833,-4.3019595
P09769,-3.920304,-10.633168,6.0489845,6.4404864,-0.065325744,-7.8249283,10.014827,0.5689121,-2.670482,2.4883735,5.40567,-0.5686788,2.9378915,-2.7935805,-1.5875424,-2.1004236,-1.1095352,4.078444,4.0326424,3.1354272,3.458425,8.170334,11.378219,-4.4344068,2.3179631,0.19463892,-2.8373752,4.694946,1.0090082,-4.9980817,-6.2821593,-4.2370954
P17948,-5.5087347,-9.828156,4.936853,7.2963204,-0.5210211,-7.041131,12.460701,0.78854007,-1.3172534,0.74620324,4.629569,-0.23037967,2.7257185,-2.5039544,-1.5982252,-3.286592,-0.53333527,4.4519715,6.314901,3.8107374,2.7591686,7.583531,10.873267,-5.090627,2.6021676,-2.272787,0.20415156,3.8795686,2.7482257,-3.9215562,-5.6230073,-1.9542419
P36888,-4.7103868,-7.9108953,6.764321,5.844796,-0.48146516,-8.166181,12.506907,-0.28983313,-3.91787,0.9500804,4.056914,-0.29785398,1.0090041,-0.46869603,1.0770724,-0.5039998,-0.9438203,3.7085752,3.7683651,4.452051,2.3294594,6.4030943,10.817789,-5.7863755,2.788866,-3.0096939,-2.6547704,4.9910665,-0.6859605,-6.7722936,-6.358524,-5.046218
P35916,-6.4989657,-9.407409,6.2436075,4.8379717,-0.47309732,-5.813224,12.404597,-1.3136648,-3.072834,0.71489453,5.2108684,-0.28976062,1.5830265,-1.8174803,0.95069826,-2.1285267,-4.0280275,3.5258272,6.4977098,3.5846424,1.0748305,7.9508066,10.1350975,-4.977171,2.5900748,-0.8162633,-2.0406563,3.079152,0.67156154,-6.019922,-6.2549715,-4.962175
P42685,-5.9184885,-9.157734,5.037163,6.0446024,-1.0222359,-5.7387924,13.102976,2.0272665,-2.517651,1.0397061,5.8122854,-1.4809864,1.9809577,-0.36248484,0.66357774,-3.300171,-1.7001524,2.8802555,5.286831,4.49825,2.6358817,8.778257,9.929916,-5.304375,1.6350623,-1.0462953,-2.016678,2.2784512,0.45210046,-6.8153696,-5.566588,-4.217994
P06241,-5.8521214,-10.141665,6.279082,6.167558,-1.2688361,-7.268946,10.701206,1.6117594,-3.0602252,-0.021141976,6.891193,-0.26813316,2.3198543,-2.7094202,-0.59068805,-2.1191032,-2.1832547,4.168725,4.511667,3.1559892,2.465467,7.8854313,10.647368,-5.1540713,2.6635747,0.93872654,-1.7982047,4.21463,-0.025806272,-4.8337083,-5.894444,-3.85579
O14976,-4.6726685,-11.645053,5.5724716,6.1086354,0.054060705,-5.623509,10.938486,-0.80657184,-3.522387,2.4734683,4.003667,-1.5825878,2.3402228,-3.164621,0.6325522,-1.3690097,-0.7529911,2.8480449,5.5786147,2.4641328,1.9760292,8.466305,10.339861,-3.1859658,0.7761928,-1.0230504,-3.765728,5.6234775,-0.2736446,-6.2606125,-6.451113,-5.402261
Q9P2K8,-5.512469,-10.72989,6.072218,6.8619075,-0.076407,-8.513559,9.726137,0.19855177,-3.0105665,0.3707996,4.8697186,-0.0833592,3.466671,-3.3862743,-0.726386,-3.2634888,-2.6248693,3.5684106,5.537916,2.4167078,2.5130234,8.217464,10.324779,-4.2551875,1.774062,0.20161572,-2.8714678,4.7543554,0.5323024,-4.705416,-5.64392,-4.2432175
Q15835,-5.766835,-10.717327,4.4451027,6.5215774,-1.1799694,-7.05333,11.437422,2.0580812,-2.8079495,0.1366689,2.7086375,-0.32677463,3.0908382,-2.0219085,-1.5862591,-4.438217,-1.7451191,5.2185397,5.668304,3.2158794,2.174688,8.978338,9.943373,-5.415531,2.4657195,-1.7939421,-1.1864884,2.8481927,1.9405138,-5.133955,-5.4431386,-3.7420025
