protein_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
Q9HAZ1,-0.36750454,-0.6011767,1.4532139,0.17896149,-0.28278458,-2.2262962,-0.124520175,0.8952995,0.8930805,0.5150848,2.7843578,0.13502024,0.6749628,-1.4503276,-0.4568499,-1.0869809,0.12635465,0.85397977,-1.3392829,0.33433044,0.48944664,0.5659676,0.65534705,0.3436103,-0.4855989,0.8780231,-1.1241075,0.2064915,0.66083515,-1.5086458,-2.3195684,0.70265615,-0.43892163,-0.54217494,0.024507962,1.7072268,2.6603923,0.6503665,2.73153,-0.4449198,-0.39259124,1.6244503,-0.67407805,-1.1338335,1.4037343,0.5818838,-0.39962676,-0.5860757,0.7213102,1.7294378,0.5468507,1.7573828,1.219342,0.054654717,1.3266873,1.0581192,1.1075321,-0.42822057,-0.010429498,0.6760216,0.5861579,-0.5819089,-0.00050512713,1.3503885,1.1302673,-0.112312905,1.9205005,0.6871275,0.62544036,0.33458054,0.80198735,0.5919566,-0.5621782,-0.8649122,0.3732146,-0.5555224,1.2081043,1.6771207,0.7719892,2.5310287,-0.39614525,-0.9036033,1.287034,1.915695,-0.15115623,0.90067345,1.9370244,-0.5976802,0.6232722,1.1611648,-0.36468136,-0.6882127,-1.1730565,-0.36712253,1.2700566,-0.086874664,-3.0527332,-3.2640982,0.8106514,-0.38632587,-2.6603894,0.7162278,0.48457277,1.2172347,1.4308618,-0.11955982,0.29085606,-2.123826,0.16535969,-0.65003407,0.6017189,0.6808332,-0.05742781,0.61595446,-0.57394844,-1.1038331,-0.9830189,1.018234,0.2853871,2.0013573,-0.04778311,-0.5157268,0.6871907,-0.7173846,0.40373468,-0.32127386,-0.36080095,0.1214569
F7AR06,-0.5889473,0.37910795,-0.005519476,0.4640327,0.048499953,-1.254938,0.07876337,1.3133178,-0.294284,0.17181586,2.5765467,-1.1936201,0.6445285,-1.4935436,0.5520832,-1.3549179,0.722614,0.38798866,-1.0907774,-0.11237362,-0.13150083,0.83865416,0.34613666,0.21067995,-0.7611698,0.6406323,-0.6719897,-0.029180633,0.3728057,-0.4004975,-2.92359,1.2245177,-1.3379452,-0.38233393,-0.2911149,1.3054247,3.3308082,2.3053377,2.261534,-1.7748281,0.51935035,0.74072754,0.32779598,-0.23498246,0.8342256,0.36484888,-1.1672907,-1.0908934,1.2285675,1.2195177,0.40473193,0.11386151,1.6570631,1.1038738,2.5679712,-0.11231032,1.0484546,-0.61614925,-0.94074005,-0.046073947,0.2348862,-1.0716622,0.54034925,-0.9141474,1.1486136,0.055872522,1.0375285,0.56005114,-0.26878983,-0.9804179,0.986642,0.55280906,-1.181721,-0.29055053,-0.48244306,0.055576954,1.4937338,0.19067498,-0.036042143,2.3875308,-0.4301595,-0.37842515,0.12876686,1.4924037,-0.0451954,0.6180577,2.651186,0.38583454,1.0895509,0.709998,-0.2415784,-0.9409154,-1.0007511,-0.12459375,1.7593545,0.6988735,-3.2143006,-1.4571923,0.3382182,-0.22378677,-2.1084118,-0.37205243,1.2889059,1.5688738,1.7964698,-0.9600926,0.7751949,-1.6262338,-0.5203389,-1.163694,0.82964677,0.5854559,0.6661917,0.46183693,-0.075251244,0.2761107,-0.7859161,1.7058337,0.31653267,1.5666311,0.4911643,-0.15516849,1.0652105,-1.0042325,1.1000366,-1.0712335,0.4671166,1.2738196
Q9HCP0,-0.1808304,0.06907244,0.8401961,-0.8283342,-1.0212749,-1.9074999,-0.34522435,1.2163078,-0.12175405,0.63636523,2.4030848,-0.40834826,-0.12928715,-0.30239868,-0.28242195,-1.3098353,-0.36772454,0.2321339,-1.814929,-0.46330264,1.0435822,0.38022202,0.71948576,0.49762926,-0.19738333,0.48737574,-1.1835397,-0.01517934,1.0378913,-1.0983974,-3.0536494,0.6513084,-0.75314933,-1.103844,0.3444203,1.5875527,2.9404154,1.730971,2.240268,-0.35541433,0.029697195,0.95802325,-0.33189735,-0.5989883,1.0302136,1.0416857,-1.1441038,-0.71836793,1.2161208,1.3955101,-0.6317314,1.6567391,1.3561581,0.03521818,1.8283453,1.3463206,1.2497646,-0.2830451,0.058353312,0.33961993,0.7282952,-0.95655227,-0.29391015,0.53222334,1.6804616,0.25912574,1.4977385,0.1888492,-0.5333058,-1.1106718,0.7724983,0.15619195,-0.9895287,-1.0204947,0.047902063,-1.0924672,0.34033424,0.9427622,1.1505771,2.496009,-0.029184358,-1.3256276,0.6858916,2.3858953,-0.1527524,0.9627255,2.027753,-0.13950506,1.4112514,0.78788114,-0.605243,-0.42363256,-0.4192233,0.40251303,0.7918154,0.37910545,-3.4203663,-2.358733,-0.40631196,-0.008897401,-3.0549393,1.3957659,0.72799826,1.8671758,1.3486638,-0.4978006,0.9306157,-2.985724,-0.91910595,-1.1647222,0.18958363,0.094334856,0.22673114,0.05685302,-0.19819541,-0.007791954,-0.8684069,2.238938,0.6162971,1.3811129,-0.049019948,-0.60632086,0.11902769,-0.14591192,-0.28779665,-0.6562116,-0.11830872,0.15663396
Q9NR20,-0.23627706,-0.026871458,0.5128973,0.46237135,-0.8982972,-1.6325015,0.2535646,0.73541325,0.5929369,0.6489619,2.1684947,-0.81810534,0.5415877,-1.169508,-0.7050048,-0.6754653,-0.66221195,0.13250145,-1.402356,-0.7517672,0.78770995,1.3747165,0.74954885,0.39294958,-0.6261236,0.8943788,-0.59416014,0.48569182,1.5874331,-0.49132726,-2.7301953,0.48871768,-1.7781438,-0.59701604,-0.47394788,1.5495849,3.0468671,1.121683,3.5376532,-0.81358695,0.15006246,0.81453645,0.37101144,-1.0044483,0.950858,0.85490066,-1.1869603,-1.1815416,0.5521617,0.18367752,0.50993145,-0.1395315,0.8026651,0.48584628,1.5743732,-0.032246288,1.3214608,-1.2530329,-0.9735511,-0.5042195,0.83566743,-1.4012175,-0.08416192,0.5358265,1.4221377,-0.58531773,0.72491115,0.6603357,0.18023914,-0.8318751,0.74875414,0.62055975,-2.1448936,0.13671567,-0.36283135,-1.2501609,0.4104132,1.1540383,1.3195971,2.9223423,-0.8264869,-0.8446684,0.65875316,1.5217541,0.25659984,0.8202766,1.9964442,0.04913762,2.06067,1.2687923,0.29594538,-0.7167889,-0.78970057,0.3413444,1.6015681,-0.6096835,-2.8412368,-2.4909692,-0.27704197,0.78772694,-2.0867226,1.4355288,0.1009577,1.1643074,0.7621497,-0.59190565,0.5622686,-2.3287947,-0.58096796,-0.5179776,0.8597138,-0.26092166,0.4764047,0.8964088,0.5824588,0.56893456,-0.47731176,2.5356896,0.90939265,0.20671298,0.13024558,-0.058023002,-0.12526467,0.6127682,0.1575052,-1.8400623,-0.3795389,-0.24922067
Q9NWZ3,0.9110105,-0.4133953,1.8888274,-0.84219056,-1.576536,-2.4944854,-0.90299064,1.585398,0.90321374,-0.56913674,1.733919,-0.3865233,0.6590046,-0.12747036,-0.00073517114,-1.188052,-1.6022501,0.57037693,-1.8511086,-1.3100046,1.8742517,0.489434,1.0361207,0.041574497,-0.11076617,0.6940844,-0.51727486,0.36108994,1.6218344,-0.48278975,-3.1738744,0.6720446,0.18116084,-0.79772425,-0.026009832,1.5086095,3.267847,1.9942405,2.1580777,-0.6451989,-0.26947632,1.2540706,-0.40494984,-0.24496916,0.91926503,0.84284055,-0.49826667,-1.6311667,1.4319686,0.6796812,-0.3042542,1.1620393,0.005730252,0.8287473,2.0667496,1.3989611,1.546693,-0.36937335,-1.1035146,-0.35766897,0.5492883,-1.0309993,0.01793972,-0.07819165,1.638896,0.404898,1.3127043,-0.09913143,0.28702092,-0.90593415,1.0338458,0.7120261,-1.7754598,-0.536224,0.22856563,-0.5669988,0.6806316,0.7032028,1.3628682,1.4912399,0.019930858,-0.9466293,1.7690872,1.4706005,0.029376,1.2584991,1.2981675,-1.0370101,0.5359092,0.9433214,-1.137723,0.755444,-0.11586476,0.7016819,1.1954453,0.804256,-3.1159132,-2.4895854,0.21764596,-0.07204447,-2.8233428,1.8928379,1.3128525,1.0009347,0.3940537,-0.54063463,0.33808672,-2.5453372,-0.95454764,-0.42973775,0.07139414,0.024721382,-0.6122255,1.277737,0.18846583,0.4872196,-0.7843561,1.5875589,0.73385704,1.4566677,0.13418277,-1.0711824,0.32357603,-0.5516075,0.3648859,-0.9274855,-0.8237499,0.35725805
Q9NYL2,0.68601906,-0.27984425,0.016001519,0.24462484,0.2806868,-1.5141021,-0.37825295,1.0213438,0.86165506,0.68569887,1.9089522,-1.2882463,1.0847328,-1.0424899,0.7355537,-0.7335503,-0.52414703,0.67697424,-1.7545587,0.127606,0.99274254,1.3255239,0.49676785,0.8409215,-0.88419414,0.59928,-0.7288635,0.045488253,1.1060312,-0.055801973,-2.8600047,0.6275045,-0.24290587,0.014577137,-1.0714629,1.0086619,3.2107906,1.6966951,3.108276,-0.54524255,-0.042476144,0.5578098,0.75734854,-0.74695635,-0.32919332,0.66762835,-0.4880841,-1.297928,0.9711879,0.40678847,0.6988111,0.074890904,1.3647022,0.7225765,1.5745722,1.1589646,1.578,-1.0067444,-1.328498,-0.20660982,0.5503458,-0.8335329,0.035793655,0.079400524,1.9364157,-0.6884993,1.6200367,0.0957969,0.25391275,-0.48499298,1.0078998,1.5938163,-1.571618,0.43046302,-0.57273865,-0.8733078,0.5628871,1.4925395,0.31274784,3.1767075,-0.0679749,-0.85062283,0.10101464,0.83452755,0.1595109,1.3908308,1.8518538,-0.19501176,0.763111,1.3902321,-0.11571775,-0.4767749,-1.3327041,-0.19713847,1.786793,-0.28326613,-3.4413357,-2.6606855,0.06466804,-0.43020317,-1.6278918,0.102337375,0.823117,0.5909062,0.14441375,-0.7698844,0.6172179,-1.6488703,-0.10700375,-0.34090704,0.6874322,0.47190994,0.4628067,1.0919772,-0.12095665,-0.2078912,-1.9342248,1.9122163,0.7052738,1.429971,-0.088939935,-0.7666163,0.22391324,0.04832869,0.8559205,-0.9264983,-0.38285634,0.872448
Q9P1W9,0.036406863,0.5931026,1.1390115,0.051790766,-0.52029586,-1.7986515,-0.66181797,0.74803525,1.0662004,0.78594077,2.3150754,-0.035037693,0.86257136,-1.4237015,-0.14788622,-0.7929777,-0.81196874,1.5661867,-1.0634743,0.8764405,0.5334457,0.9863785,1.0844405,0.23338276,-1.1642871,1.4785515,-1.3658257,0.13331814,0.9146377,-0.04831709,-2.8045268,1.2067802,-1.1491495,-0.2735972,-0.13512295,0.7532675,2.9208329,1.7360656,2.9373045,-0.5671363,-0.41409647,1.6977606,0.020910688,-1.0524372,0.8557039,1.0580118,-0.82092094,-1.1314397,0.008347712,0.8728912,1.0463123,0.35648787,1.2752305,1.0768116,1.328199,1.4255626,0.8968127,-0.39584035,-0.8215318,-0.344077,0.15948613,-0.9664574,0.25214747,0.6084597,1.4325091,-0.5494651,1.4174751,0.09034212,0.78902084,-0.60612583,-0.19905004,0.7820026,-0.9443339,-0.2427312,-0.786654,-0.2993842,0.91044295,2.0327115,-0.15432775,2.5910413,-0.68211156,-0.33157465,0.80403787,0.81367654,0.17521736,0.27382258,2.0281584,-0.13944957,0.83315355,1.4853516,-0.96100324,-0.8987303,-1.8901101,-0.48867577,1.3810815,-0.71499175,-2.300826,-1.9624982,1.464154,-0.71182823,-2.6004446,-0.09865189,1.1410487,0.6582959,-0.06779456,-0.28202173,0.6173877,-1.5402098,-0.75247794,-0.8634793,0.83803505,0.33923873,-0.05297062,0.76677674,-0.23750086,-0.4596907,-1.0988833,1.0924164,0.8382622,1.7784389,-0.12308574,-0.8039365,0.4796619,-0.47043455,0.17841816,-1.7145464,-0.69915646,-0.26259118
Q9UEE5,-0.27540347,-0.8222256,0.39319462,-0.98267454,-0.3333863,-2.1235256,-0.6851663,0.84435654,-0.07210915,0.3618507,2.566224,-0.11342287,0.46836478,-1.5158828,0.53299135,-1.4416732,0.11707805,1.7657756,0.11441045,0.35596493,0.5368694,-0.06547501,0.38724166,0.84483635,-0.3179193,0.93207395,-0.9025641,-0.75585127,1.7819002,-0.5137892,-2.7569735,0.9895032,-0.6469529,0.034997486,-0.018247325,1.4429747,2.7789474,1.8413064,2.2271342,-1.427584,1.1938775,1.7159448,-0.02785106,-0.102679536,1.270906,0.092423655,-1.0479298,-2.1939478,1.2786674,0.4954145,1.5082191,-0.4487792,1.3863412,1.0953248,1.8797822,1.0883867,0.20341766,-0.7635018,-0.60189986,-0.3671824,1.0830787,-0.58190733,0.5281209,0.3174046,0.65415776,-0.3806552,1.3278003,0.26385194,1.4517742,-1.0083029,0.6991432,-0.2512987,-1.170019,-0.49088466,-1.3284283,0.41367602,0.6246007,1.1056204,0.51445675,3.2157373,-0.9359613,-0.58652985,1.0027343,1.2832328,0.8288791,0.22123216,1.9807335,-0.764815,1.3186616,0.8811021,-0.8866283,-0.5510194,-1.800929,-0.065121345,1.9202114,0.07806938,-2.5425563,-1.4284314,1.1799623,-0.3523493,-1.8085111,0.73431957,0.63540167,-0.0064325286,0.9514294,0.4362713,0.40136835,-2.0018396,-0.43523,-1.1258398,1.3130827,0.76029915,0.18016075,0.3778782,-0.5164032,-0.9094171,-0.8222894,0.8261461,0.8109534,2.3783536,-0.3345485,-0.28257176,-0.55295044,-0.79472506,-0.14467399,-1.5745682,-0.7833206,0.31163606
Q9UM73,0.054050364,0.2772925,0.55358106,0.412283,-0.03269575,-2.5283089,-0.24526641,1.1848465,-0.13402462,0.85972476,2.1174674,-0.8287506,0.8720495,-1.6674113,0.7190181,-1.3975711,0.69325465,1.1681077,-0.7240757,0.3597916,0.7619606,1.4086777,1.1256804,1.0504303,0.08733937,0.9623138,-0.48487383,0.72430557,1.0833443,-1.1846861,-2.5548353,0.8022311,-0.70087904,-0.08335832,-1.1781183,0.4593838,3.1614974,1.8426845,3.024876,-0.31584495,0.22056341,0.73664194,0.3596451,-0.47091234,0.4424907,1.7600676,-0.8522897,-0.42726034,0.920068,1.3658053,-0.8532823,0.8531381,2.136957,1.697977,1.3801987,1.2216438,-0.025674544,-0.7688243,-0.7722139,0.3879993,1.5617632,-0.5370871,0.7701617,0.59974235,2.1526792,-1.1329259,0.9612944,-0.26125306,0.73399234,-0.89802706,0.4444048,0.35348532,-0.9522712,-0.57271457,-0.822096,-0.5984436,-0.35252082,1.613758,-0.40186518,3.2517776,-0.7583001,-0.45905858,-0.06537523,1.3075801,0.4935971,1.4294327,1.719014,-0.34245393,0.8213019,1.0737861,-1.0295836,-1.2218956,-1.1727337,0.4851517,0.81539214,-0.075835474,-2.2729316,-1.8243924,0.54416054,0.0017106705,-2.6763287,-0.285697,1.2113258,1.1891863,-0.1691184,-0.8072853,0.7283118,-1.7479382,-0.29291365,-0.8951494,0.16098747,-0.10103368,0.6391761,0.41986778,-0.74028325,-0.80031455,-1.0170007,1.4725101,0.28415895,0.7589851,-1.116073,-0.8189999,-0.07242911,-0.24488805,-0.23867293,-1.8091892,0.077144146,0.29463208
Q9Y243,0.24953948,0.06097876,1.1431884,1.0067812,-0.1149182,-1.8642048,-0.2243651,0.91088146,0.53304875,0.119043134,2.1501448,-1.5795281,0.7396479,-1.3862891,-0.15176433,-0.9990068,-0.13729785,0.7717845,-1.5649483,0.958286,1.0305582,1.2884035,0.80953854,0.4246709,-1.3419014,1.016817,-1.7022188,0.0830966,0.2132109,-0.47143638,-2.7563517,1.0336244,-1.2943733,-0.0836524,0.32437068,0.86970246,3.410996,1.3603302,3.0280845,-0.23864074,-0.40117696,1.3480705,0.61566645,-0.42799866,0.45844504,1.0170163,-0.48360288,-0.93295234,0.4857579,0.7703,0.6504406,0.37848154,1.4453036,0.7728522,1.8653775,0.8482251,1.1967279,-0.50608855,-1.3056371,-0.049004592,0.52621955,-1.3702134,0.7290334,0.45269346,1.5460474,-0.9150758,1.5876153,0.28579944,0.9148218,-0.24166597,0.53514814,0.79174393,-1.8064089,-0.46317345,-0.3318341,-0.68165815,1.2654648,1.0608362,-0.22973433,2.5746565,-0.13102454,-0.34925225,1.1757634,1.3810108,0.29143327,1.1226678,1.9123143,0.44372284,0.64141417,1.6051942,-0.06623806,-1.0537575,-1.99943,-0.012978549,2.3141365,-0.35110003,-3.4807806,-2.2691338,0.46928936,-0.32181662,-2.1491804,-0.33252025,1.0889629,1.2846615,0.81723785,-0.47095352,0.7511811,-1.553958,-0.12109068,-1.4641429,0.6321989,-0.0065472424,0.5586364,0.3894245,-0.008176742,-0.13731901,-0.8753188,1.5183146,0.40491542,1.2504934,0.117403,-0.24670292,0.54311574,-0.35876676,0.99441147,-1.0045764,-0.32807538,0.91704684
Q9Y4K4,-0.38131875,-0.17046049,0.46558285,0.23171681,-0.16301376,-2.009712,-0.29738265,0.6819911,0.6222098,-0.014567243,2.1580887,-0.31483838,1.2935083,-2.083445,0.9230841,-0.7008183,0.19854677,0.6524905,-0.6088025,0.25481227,0.21524622,1.3782325,0.45653,0.43402696,-0.38220915,1.2544026,-0.078355744,0.1379626,1.1278903,-1.1842556,-2.631436,0.25081697,-0.77408737,-0.13548921,-0.7183435,2.1051755,3.4368038,1.9039521,3.0801802,-1.3202596,0.3017558,0.7873924,0.5372551,-0.38696623,1.1944532,1.1150682,-0.32733387,-1.580364,1.0568907,0.71474594,0.6559956,0.9161473,1.5784597,1.3664422,1.6955158,0.56615037,0.84197295,-0.29413378,-0.81035,-0.58922195,0.5308514,-0.98702866,0.7462739,0.17510267,1.5776078,0.15565063,1.629814,0.43285498,0.393611,-0.42715076,1.4400265,0.08271952,-1.4741474,0.3519275,-0.38887182,0.2528715,0.28888693,0.8213302,0.94073623,3.1652703,-0.18701148,-0.7070389,0.64583415,1.7556354,0.08731006,1.0800357,1.6420392,-0.6218697,0.80878097,0.2517852,-0.7303785,-0.28527507,-0.57462174,0.2743678,1.4928346,0.6103568,-2.9777792,-1.9348261,0.9540425,-0.7380876,-2.5069087,0.4117073,1.271682,1.3406794,0.884436,-0.4100914,0.9986278,-2.0985315,-0.47517964,-0.8206548,0.7151203,1.0898957,-0.016370527,0.6991725,0.06084331,-0.9841663,-0.91325057,0.91111124,0.29140335,1.5002306,-0.11058459,-0.20344482,0.3885195,-0.7446609,0.59708035,-1.9401288,0.4448216,0.5776695
Q9Y6M4,0.06725195,-0.30949354,1.3197739,-0.3104237,-1.0213089,-2.0638452,-0.33113626,1.671259,0.34882164,-0.045123555,2.8706439,-0.17575382,-0.16383836,-0.078487664,0.041489564,-1.5509195,-0.7935135,0.8799285,-1.586727,-0.39540276,0.80990356,0.020117799,0.25043917,0.23091581,-0.6049438,0.97559303,-0.8958878,0.41116706,0.8391695,-0.1974255,-2.4662158,0.92593735,-0.27506068,-0.7743441,0.0090321405,0.8117527,2.7089572,1.4207089,2.2014697,-0.98059505,-0.785582,2.1158683,-0.382656,-0.76297295,1.209484,-0.43261433,-1.2214607,-0.4113295,1.6273329,1.4537908,0.46285576,0.3562078,0.640682,0.5567814,1.903095,1.1360242,1.3375118,-1.1151849,-0.5522386,0.5728262,0.4744481,-1.092222,-0.97822803,-0.40334895,1.1391214,0.4511554,0.92178386,0.45461833,0.22575626,-0.45195085,0.67444944,0.3880378,-0.96851414,-1.237802,0.2691745,-0.46816075,1.4392968,1.1775182,0.88899785,1.9777457,-1.0400549,-1.3193321,1.2401502,1.2212276,-0.7669457,-0.044291254,2.1614585,-0.3486578,1.0222254,1.3989055,-0.5036211,-0.1956905,-1.4260814,-0.15150698,1.5175394,0.02968507,-3.1454184,-2.5699322,0.3533128,0.24396282,-3.1673975,0.923207,0.5765411,0.7630343,0.93475735,0.13064867,0.41122222,-2.4134433,-1.1288246,-0.61677873,1.1096578,0.17011175,0.0004191175,0.9627697,0.3019966,0.13500845,-1.4367603,1.55096,0.9288818,1.3510776,-0.00918591,-0.9407841,0.8033207,-0.69554776,0.19104017,-0.7039378,-0.5414038,0.07311517
P31749,0.60860103,-0.31436858,1.2436637,0.7038684,-0.2694909,-1.6988746,-0.9050241,0.23237799,0.64002943,0.12724961,1.5115894,-1.5542195,0.4535318,-1.1482167,-0.537113,-0.78748375,-0.15931007,0.18433253,-1.7145954,0.046897355,1.3220664,1.6837648,1.6223972,0.9593451,-0.5400209,1.3064116,-1.0921999,0.12093701,-0.23960905,-1.5177308,-2.6028025,0.3048127,-0.44813365,0.07462221,-0.08699395,0.84870857,3.4239194,1.1865759,2.9481363,0.30837795,-0.78878844,0.27007687,-0.13625878,-0.5880377,0.25477713,1.3931434,0.31062773,-0.45740294,-0.10684227,0.9898736,-0.89188343,1.3936349,1.330826,1.219448,1.1224917,1.0932968,1.2849407,-0.50239044,-1.2994648,0.5774587,0.8530968,-0.9146947,1.294446,0.89987123,1.9578674,-0.46504915,1.7572789,-0.17606147,0.33320573,-0.36982226,0.89257485,0.6675805,-1.2231015,-0.3376779,-0.29432642,-0.7121809,0.11729882,1.4270468,-0.33929336,1.9583766,0.018138913,-0.049168482,0.98424566,1.4013373,-0.46332535,2.0560706,0.9946661,-0.11412682,-0.29451686,1.4631048,-0.61129427,-0.5196076,-0.72459775,0.095630616,1.5936613,-0.10933099,-3.4816015,-2.2996073,0.14155182,-0.2708736,-2.340703,-0.23912364,0.907394,1.9089977,0.5712943,-1.207004,0.46804857,-1.433971,0.006253304,-1.3005044,-0.7512205,-0.5873116,0.49746597,0.44304705,-0.51276547,-0.22181591,-1.0312878,1.4895302,0.05539707,1.1385735,-0.10642645,-0.98910075,0.03041711,0.092243545,0.8044968,-1.1199943,-0.5066556,1.1433053
P42336,0.14977556,0.95595366,1.1489259,-0.33167493,-0.29716098,-2.0732496,-0.34405407,0.30953205,0.6219609,0.30928618,1.7447906,-1.2631555,1.5117319,-1.607096,0.43106598,-0.6578102,-0.41939306,0.5142384,-0.5657427,0.93980265,0.7068162,1.3954283,0.9726096,0.96414185,-0.5794225,1.5397198,-0.68588185,0.19984737,1.2570608,-0.30481923,-2.5278137,0.6878282,-1.676812,-0.32057115,0.01694873,0.6572713,2.3980029,2.2967608,2.3901556,-0.5110958,0.1736911,0.68759286,0.6556537,0.12849924,0.9620555,1.9809535,-0.49098533,-1.269374,0.5706375,0.52136075,-0.13392399,1.0902159,1.6625592,0.85962605,0.83105004,1.4365239,0.7682854,0.84747255,-0.8575466,-1.0275604,0.31762835,-0.9392851,1.0181732,0.34531564,2.3979979,-1.0947722,1.2438332,-1.0695919,1.3348608,-0.7024213,0.11736141,-0.075640574,-1.7462058,0.14458996,-1.1101968,-0.4882082,0.08711547,1.5595853,-0.052814804,3.2456841,0.10981525,-0.35055593,0.42449385,1.6192758,0.9323985,1.2466341,0.83129483,-0.27195698,0.63007385,0.49706104,-1.1571009,-0.9973606,-1.2296253,0.6729107,0.6048197,-0.4481313,-2.3992777,-0.8872694,0.5022219,-0.711174,-2.6324317,-0.31590527,0.8765118,1.9063289,-0.0049183033,-0.39431626,0.98977864,-2.4492505,-0.86529565,-1.2668866,0.6417041,-0.19267248,0.10869056,-0.06490602,-0.61604935,-0.7191338,-0.80638576,0.97373337,0.4879319,1.125446,-0.53168875,-0.3663216,-0.15306813,0.07520699,-0.332735,-2.2278435,-0.70596236,-0.15139264
Q99683,0.56690836,-0.9191033,1.2996998,-0.93359435,-0.6545237,-1.834418,-0.9769199,0.5549271,0.6332493,-0.22754878,2.008215,-0.6879823,-0.0820546,-0.6392474,-0.0887343,-1.5316457,-1.1548474,0.6134034,-1.414624,-0.85391676,1.0529358,0.05426443,1.3208653,1.2219943,-0.41071054,1.6721573,-0.24933042,0.15099084,1.4746988,-0.89143467,-2.9287364,0.41318345,-0.49459454,-0.34454474,-0.3258924,1.1613507,2.5433047,1.4848306,2.6993706,-0.8193317,-0.19522601,1.5211036,-0.9928742,-0.57829875,1.176315,0.060634263,-0.22020902,-1.5286735,0.93520206,0.5181356,0.5066605,0.15902512,0.8641294,0.9801107,1.2402673,1.587003,1.3360599,-1.0814224,-1.022098,0.21931413,0.87006366,-0.3944415,0.3933396,1.0696186,1.0057508,0.1615846,1.505245,-0.06507525,0.8627293,-0.5847196,0.9656983,0.35725242,-1.1720469,-0.6966301,-0.50269055,0.14863442,0.655203,1.7651759,0.7897708,2.249846,-0.5619608,-0.6917287,1.6077709,0.8130765,-0.36304379,0.41179132,1.1602701,-0.9931793,0.5525683,0.9793512,-0.6726673,-0.2238015,-0.917045,-0.2715081,1.5793352,-0.45334217,-3.3558662,-2.5487769,0.5595415,-0.1402592,-2.1775663,1.2037721,0.07393469,1.1323534,1.2032925,-0.12716234,0.06092274,-2.7376993,-0.2168895,-0.6271788,0.57730836,-0.16208263,0.032159917,0.8726523,-0.19541056,-0.1024818,-1.3125882,1.1901909,1.2978883,1.94926,0.16145466,-0.69079286,-0.13047987,0.3931208,0.1232301,-1.2763695,-1.4444175,-0.19577748
P00519,-0.02630581,-0.15090263,1.3583217,-0.63162327,0.516779,-1.8731301,-0.9486419,0.5625657,0.3641421,0.47701567,2.7566411,-0.40024614,1.0172361,-2.3813477,-0.5876804,-1.6887181,0.33853528,0.9732516,-0.42220584,-0.06586111,0.4594369,0.35446432,1.7666175,0.42965478,-0.24034002,1.7560056,-0.7823303,0.32392073,0.9415741,-0.7477143,-2.3171585,1.4364114,-1.2895306,0.7649329,-0.42510706,0.21223581,2.781809,1.9571885,2.5066805,-0.78599954,1.0932392,0.88214016,-0.7948381,-0.6141573,0.86192006,0.5617592,0.16674994,-1.4330463,0.015638981,0.7379407,0.5219765,-0.007349765,0.9019703,1.8785211,1.5058905,0.43905264,1.021392,-0.99507195,-0.9875968,-0.025210211,1.3801243,-0.8446256,1.6535804,0.24117658,1.2479701,-0.8925673,1.6487861,0.11472045,1.1822307,-1.0314602,-0.053668603,-0.026809763,-0.49959987,-0.5546533,-1.4427928,0.079380795,1.3090945,1.3872641,-0.71138513,2.3807263,-1.4575837,0.3112045,0.24255404,0.73720086,0.45524335,1.4812995,1.5458099,-0.3661012,0.27217263,1.6783028,-1.445927,-0.93956035,-1.4055848,-0.51393193,0.7392692,-0.817281,-2.0547664,-1.7854209,1.2877016,-0.0880217,-2.1791813,-0.4520229,1.0351905,0.64391303,0.81334144,-1.2190495,-0.55202615,-1.9619855,0.37994614,-0.81525964,0.07089884,-0.06130478,0.599621,0.09139337,-0.9401752,-0.088464096,-1.2088777,1.1629226,0.41974705,1.5617009,-0.67358464,-0.9937033,0.20842144,-0.49366862,-0.38035694,-1.5715886,-1.288556,0.6430279
